timestamp,direction,port,arb_id,arb_dev_type,arb_mfr,api_class,api_index,device_id,payload_hex,description
2026-03-08T19:52:30.338564,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 95 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.358081,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 99 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.378084,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 9a 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.398083,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 96 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.401082,RX,COM7,0x0205b869,0x2,0x05,0x2e,0x1,41,00 00 00 20 00 41 00 00,"Status frame 1 (new)"
2026-03-08T19:52:30.417081,RX,COM7,0x0205bc29,0x2,0x05,0x2f,0x0,41,42 5d 11 b8 00 00 00 00,"DATA apiClass=0x2f apiIndex=0x0"
2026-03-08T19:52:30.418082,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 92 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.438527,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 9a 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.458586,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 98 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.478593,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 95 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.498587,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 98 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.518588,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 99 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.538597,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 95 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.558116,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 9a 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.578105,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 9a 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.589114,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
2026-03-08T19:52:30.599110,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 9b 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.609109,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
2026-03-08T19:52:30.620114,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 97 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.629104,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
2026-03-08T19:52:30.638140,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 96 06 00 19 80 00,"Status frame 0 (new)"
